-182.830, 78.077, 1.724,  1.765
-182.805, 78.025, 1.730,  1.798
-182.781, 77.973, 1.734,  1.831
-182.756, 77.920, 1.739,  1.864
-182.732, 77.868, 1.743,  1.897
-182.707, 77.815, 1.747,  1.930
-182.683, 77.762, 1.751,  1.963
-182.658, 77.708, 1.755,  1.996
-182.634, 77.655, 1.759,  2.029
-182.610, 77.601, 1.763,  2.062
-182.586, 77.548, 1.767,  2.095
-182.562, 77.494, 1.771,  2.128
-182.538, 77.440, 1.776,  2.161
-182.514, 77.385, 1.781,  2.194
-182.491, 77.331, 1.786,  2.227
-182.467, 77.276, 1.791,  2.260
-182.444, 77.221, 1.796,  2.293
-182.421, 77.166, 1.802,  2.326
-182.398, 77.110, 1.807,  2.359
-182.375, 77.054, 1.813,  2.392
-182.352, 76.998, 1.818,  2.425
-182.329, 76.942, 1.824,  2.458
-182.307, 76.885, 1.830,  2.491
-182.284, 76.828, 1.836,  2.524
-182.262, 76.771, 1.842,  2.557
-182.240, 76.713, 1.848,  2.590
-182.218, 76.655, 1.854,  2.623
-182.197, 76.597, 1.859,  2.656
-182.175, 76.539, 1.865,  2.689
-182.154, 76.480, 1.871,  2.722
-182.133, 76.421, 1.877,  2.755
-182.112, 76.362, 1.883,  2.788
-182.091, 76.303, 1.889,  2.821
-182.071, 76.243, 1.894,  2.854
-182.051, 76.183, 1.900,  2.887
-182.031, 76.123, 1.906,  2.920
-182.011, 76.062, 1.912,  2.953
-181.992, 76.001, 1.918,  2.986
-181.972, 75.940, 1.924,  3.019
-181.953, 75.878, 1.930,  3.052
-181.934, 75.816, 1.937,  3.085
-181.916, 75.754, 1.943,  3.118
-181.897, 75.692, 1.949,  3.151
-181.879, 75.629, 1.955,  3.184
-181.861, 75.566, 1.962,  3.217
-181.844, 75.503, 1.968,  3.250
-181.826, 75.439, 1.974,  3.283
-181.809, 75.375, 1.981,  3.316
-181.792, 75.311, 1.987,  3.349
-181.775, 75.247, 1.994,  3.382
-181.759, 75.182, 2.000,  3.415
-181.743, 75.117, 2.007,  3.448
-181.727, 75.052, 2.013,  3.481
-181.711, 74.986, 2.020,  3.514
-181.696, 74.920, 2.027,  3.547
-181.681, 74.854, 2.033,  3.580
-181.666, 74.787, 2.040,  3.613
-181.652, 74.720, 2.047,  3.646
-181.637, 74.653, 2.053,  3.679
-181.623, 74.586, 2.060,  3.712
-181.610, 74.518, 2.067,  3.745
-181.596, 74.450, 2.074,  3.778
-181.583, 74.382, 2.081,  3.811
-181.570, 74.314, 2.088,  3.844
-181.557, 74.245, 2.095,  3.877
-181.545, 74.176, 2.101,  3.910
-181.533, 74.106, 2.108,  3.943
-181.521, 74.037, 2.115,  3.976
-181.509, 73.967, 2.122,  4.009
-181.498, 73.896, 2.129,  4.042
-181.487, 73.826, 2.136,  4.075
-181.476, 73.755, 2.143,  4.108
-181.465, 73.684, 2.150,  4.141
-181.455, 73.613, 2.158,  4.174
-181.445, 73.541, 2.165,  4.207
-181.435, 73.469, 2.172,  4.240
-181.425, 73.397, 2.179,  4.273
-181.416, 73.324, 2.186,  4.306
-181.407, 73.252, 2.194,  4.339
-181.398, 73.179, 2.201,  4.372
-181.390, 73.105, 2.208,  4.405
-181.381, 73.032, 2.216,  4.438
-181.373, 72.958, 2.223,  4.471
-181.365, 72.884, 2.230,  4.504
-181.358, 72.810, 2.238,  4.537
-181.350, 72.735, 2.245,  4.570
-181.343, 72.660, 2.252,  4.603
-181.336, 72.585, 2.260,  4.636
-181.330, 72.510, 2.267,  4.669
-181.323, 72.434, 2.275,  4.702
-181.317, 72.358, 2.282,  4.735
-181.311, 72.282, 2.290,  4.768
-181.305, 72.205, 2.298,  4.801
-181.300, 72.129, 2.305,  4.834
-181.295, 72.052, 2.313,  4.867
-181.289, 71.974, 2.320,  4.900
-181.285, 71.897, 2.328,  4.933
-181.280, 71.819, 2.336,  4.966
-181.275, 71.741, 2.343,  4.999
-181.271, 71.663, 2.351,  5.032
-181.267, 71.584, 2.359,  5.065
-181.263, 71.505, 2.367,  5.098
-181.259, 71.426, 2.374,  5.131
-181.256, 71.347, 2.382,  5.164
-181.252, 71.267, 2.390,  5.197
-181.249, 71.187, 2.398,  5.230
-181.246, 71.107, 2.406,  5.263
-181.243, 71.026, 2.414,  5.296
-181.241, 70.946, 2.422,  5.329
-181.238, 70.865, 2.430,  5.362
-181.236, 70.783, 2.437,  5.395
-181.234, 70.702, 2.445,  5.428
-181.232, 70.620, 2.453,  5.461
-181.230, 70.538, 2.462,  5.494
-181.228, 70.456, 2.470,  5.527
-181.227, 70.373, 2.478,  5.560
-181.225, 70.290, 2.486,  5.593
-181.224, 70.207, 2.494,  5.626
-181.223, 70.124, 2.502,  5.659
-181.222, 70.040, 2.510,  5.692
-181.221, 69.956, 2.519,  5.725
-181.220, 69.872, 2.527,  5.758
-181.219, 69.787, 2.535,  5.791
-181.219, 69.703, 2.544,  5.824
-181.218, 69.618, 2.552,  5.857
-181.218, 69.532, 2.560,  5.890
-181.218, 69.447, 2.569,  5.923
-181.218, 69.361, 2.577,  5.956
-181.218, 69.275, 2.586,  5.989
-181.218, 69.188, 2.594,  6.022
-181.218, 69.101, 2.603,  6.055
-181.219, 69.014, 2.611,  6.088
-181.219, 68.927, 2.620,  6.121
-181.219, 68.840, 2.628,  6.154
-181.220, 68.752, 2.637,  6.187
-181.221, 68.664, 2.646,  6.220
-181.221, 68.575, 2.654,  6.253
-181.222, 68.486, 2.663,  6.286
-181.223, 68.397, 2.672,  6.319
-181.224, 68.308, 2.681,  6.352
-181.225, 68.218, 2.690,  6.385
-181.226, 68.129, 2.698,  6.418
-181.228, 68.038, 2.707,  6.451
-181.229, 67.948, 2.716,  6.484
-181.230, 67.857, 2.725,  6.517
-181.231, 67.766, 2.734,  6.550
-181.233, 67.675, 2.743,  6.583
-181.234, 67.583, 2.752,  6.616
-181.236, 67.491, 2.761,  6.649
-181.237, 67.399, 2.771,  6.682
-181.239, 67.306, 2.780,  6.715
-181.240, 67.213, 2.789,  6.748
-181.242, 67.120, 2.798,  6.781
-181.244, 67.027, 2.807,  6.814
-181.246, 66.933, 2.817,  6.847
-181.247, 66.839, 2.826,  6.880
-181.249, 66.744, 2.836,  6.913
-181.251, 66.649, 2.845,  6.946
-181.253, 66.554, 2.855,  6.979
-181.255, 66.459, 2.864,  7.012
-181.256, 66.363, 2.874,  7.045
-181.258, 66.267, 2.883,  7.078
-181.260, 66.171, 2.893,  7.111
-181.262, 66.074, 2.902,  7.144
-181.264, 65.977, 2.912,  7.177
-181.266, 65.880, 2.922,  7.210
-181.268, 65.782, 2.931,  7.243
-181.270, 65.684, 2.941,  7.276
-181.272, 65.586, 2.951,  7.309
-181.274, 65.488, 2.961,  7.342
-181.276, 65.389, 2.970,  7.375
-181.278, 65.289, 2.980,  7.408
-181.280, 65.190, 2.990,  7.441
-181.282, 65.090, 3.000,  7.474
-181.284, 64.990, 3.010,  7.507
-181.286, 64.889, 3.020,  7.540
-181.288, 64.788, 3.030,  7.573
-181.290, 64.687, 3.040,  7.606
-181.292, 64.585, 3.050,  7.639
-181.294, 64.483, 3.060,  7.672
-181.296, 64.381, 3.071,  7.705
-181.298, 64.279, 3.081,  7.738
-181.300, 64.176, 3.091,  7.771
-181.302, 64.072, 3.101,  7.804
-181.304, 63.969, 3.112,  7.837
-181.305, 63.865, 3.122,  7.870
-181.307, 63.760, 3.132,  7.903
-181.309, 63.656, 3.143,  7.936
-181.311, 63.551, 3.153,  7.969
-181.313, 63.445, 3.164,  8.002
-181.315, 63.340, 3.174,  8.035
-181.317, 63.234, 3.185,  8.068
-181.318, 63.127, 3.196,  8.101
-181.320, 63.020, 3.206,  8.134
-181.322, 62.913, 3.217,  8.167
-181.324, 62.806, 3.228,  8.200
-181.325, 62.698, 3.238,  8.233
-181.327, 62.590, 3.249,  8.266
-181.329, 62.481, 3.260,  8.299
-181.330, 62.372, 3.271,  8.332
-181.332, 62.263, 3.282,  8.365
-181.334, 62.153, 3.293,  8.398
-181.335, 62.043, 3.304,  8.431
-181.337, 61.933, 3.315,  8.464
-181.338, 61.822, 3.326,  8.497
-181.340, 61.711, 3.337,  8.530
-181.341, 61.600, 3.348,  8.563
-181.343, 61.488, 3.359,  8.596
-181.344, 61.375, 3.370,  8.629
-181.346, 61.263, 3.382,  8.662
-181.347, 61.150, 3.393,  8.695
-181.348, 61.037, 3.404,  8.728
-181.350, 60.923, 3.416,  8.761
-181.351, 60.809, 3.427,  8.794
-181.352, 60.694, 3.438,  8.827
-181.354, 60.579, 3.450,  8.860
-181.355, 60.464, 3.461,  8.893
-181.356, 60.348, 3.473,  8.926
-181.357, 60.232, 3.484,  8.959
-181.359, 60.116, 3.496,  8.992
-181.360, 59.999, 3.508,  9.025
-181.361, 59.882, 3.519,  9.058
-181.362, 59.764, 3.531,  9.091
-181.363, 59.646, 3.543,  9.124
-181.364, 59.528, 3.555,  9.157
-181.365, 59.409, 3.567,  9.190
-181.366, 59.290, 3.579,  9.223
-181.367, 59.170, 3.590,  9.256
-181.368, 59.050, 3.602,  9.289
-181.369, 58.930, 3.614,  9.322
-181.370, 58.809, 3.626,  9.355
-181.371, 58.688, 3.638,  9.388
-181.372, 58.566, 3.651,  9.421
-181.373, 58.444, 3.663,  9.454
-181.374, 58.322, 3.675,  9.487
-181.374, 58.199, 3.687,  9.520
-181.375, 58.076, 3.700,  9.553
-181.376, 57.952, 3.712,  9.586
-181.377, 57.828, 3.724,  9.619
-181.378, 57.704, 3.737,  9.652
-181.378, 57.579, 3.749,  9.685
-181.379, 57.454, 3.762,  9.718
-181.380, 57.328, 3.774,  9.751
-181.380, 57.202, 3.787,  9.784
-181.381, 57.075, 3.800,  9.817
-181.382, 56.948, 3.812,  9.850
-181.382, 56.821, 3.825,  9.883
-181.383, 56.693, 3.838,  9.916
-181.383, 56.565, 3.851,  9.949
-181.384, 56.436, 3.864,  9.982
-181.385, 56.307, 3.877, 10.015
-181.385, 56.177, 3.889, 10.048
-181.386, 56.047, 3.902, 10.081
-181.386, 55.917, 3.915, 10.114
-181.387, 55.786, 3.928, 10.147
-181.387, 55.655, 3.941, 10.180
-181.388, 55.523, 3.954, 10.213
-181.388, 55.391, 3.967, 10.246
-181.388, 55.259, 3.980, 10.279
-181.389, 55.126, 3.993, 10.312
-181.389, 54.992, 4.006, 10.345
-181.390, 54.858, 4.019, 10.378
-181.390, 54.724, 4.032, 10.411
-181.390, 54.589, 4.045, 10.444
-181.391, 54.454, 4.058, 10.477
-181.391, 54.319, 4.071, 10.510
-181.391, 54.183, 4.084, 10.543
-181.392, 54.046, 4.098, 10.576
-181.392, 53.909, 4.111, 10.609
-181.392, 53.772, 4.124, 10.642
-181.392, 53.634, 4.138, 10.675
-181.393, 53.496, 4.151, 10.708
-181.393, 53.357, 4.165, 10.741
-181.393, 53.218, 4.179, 10.774
-181.393, 53.078, 4.192, 10.807
-181.393, 52.938, 4.206, 10.840
-181.394, 52.798, 4.220, 10.873
-181.394, 52.656, 4.234, 10.906
-181.394, 52.515, 4.248, 10.939
-181.394, 52.373, 4.262, 10.972
-181.394, 52.231, 4.276, 11.005
-181.394, 52.088, 4.290, 11.038
-181.395, 51.944, 4.304, 11.071
-181.395, 51.801, 4.318, 11.104
-181.395, 51.656, 4.332, 11.137
-181.395, 51.512, 4.347, 11.170
-181.395, 51.366, 4.361, 11.203
-181.395, 51.221, 4.375, 11.236
-181.395, 51.074, 4.390, 11.269
-181.395, 50.928, 4.404, 11.302
-181.395, 50.780, 4.419, 11.335
-181.396, 50.633, 4.433, 11.368
-181.396, 50.485, 4.448, 11.401
-181.396, 50.336, 4.463, 11.434
-181.396, 50.187, 4.477, 11.467
-181.396, 50.037, 4.492, 11.500
-181.396, 49.887, 4.507, 11.533
-181.396, 49.737, 4.522, 11.566
-181.396, 49.585, 4.537, 11.599
-181.396, 49.434, 4.552, 11.632
-181.396, 49.282, 4.567, 11.665
-181.396, 49.129, 4.582, 11.698
-181.396, 48.976, 4.597, 11.731
-181.396, 48.822, 4.612, 11.764
-181.396, 48.668, 4.628, 11.797
-181.396, 48.514, 4.643, 11.830
-181.396, 48.358, 4.658, 11.863
-181.396, 48.203, 4.674, 11.896
-181.396, 48.047, 4.689, 11.929
-181.396, 47.890, 4.704, 11.962
-181.396, 47.733, 4.720, 11.995
-181.396, 47.575, 4.736, 12.028
-181.396, 47.417, 4.751, 12.061
-181.396, 47.258, 4.767, 12.094
-181.396, 47.099, 4.783, 12.127
-181.396, 46.939, 4.799, 12.160
-181.396, 46.778, 4.815, 12.193
-181.396, 46.618, 4.831, 12.226
-181.396, 46.456, 4.847, 12.259
-181.396, 46.294, 4.863, 12.292
-181.396, 46.132, 4.879, 12.325
-181.396, 45.969, 4.895, 12.358
-181.396, 45.805, 4.911, 12.391
-181.396, 45.641, 4.928, 12.424
-181.396, 45.476, 4.944, 12.457
-181.396, 45.311, 4.960, 12.490
-181.396, 45.145, 4.977, 12.523
-181.396, 44.979, 4.993, 12.556
-181.396, 44.812, 5.010, 12.589
-181.396, 44.645, 5.027, 12.622
-181.396, 44.477, 5.043, 12.655
-181.396, 44.308, 5.060, 12.688
-181.396, 44.139, 5.077, 12.721
-181.396, 43.969, 5.094, 12.754
-181.396, 43.799, 5.109, 12.787
-181.396, 43.629, 5.116, 12.820
-181.396, 43.459, 5.104, 12.853
-181.396, 43.289, 5.087, 12.886
-181.396, 43.120, 5.074, 12.919
-181.396, 42.952, 5.067, 12.952
-181.396, 42.783, 5.065, 12.985
-181.396, 42.614, 5.070, 13.018
-181.396, 42.445, 5.081, 13.051
-181.396, 42.275, 5.098, 13.084
-181.396, 42.104, 5.121, 13.117
-181.395, 41.933, 5.151, 13.150
-181.395, 41.760, 5.186, 13.183
-181.395, 41.586, 5.225, 13.216
-181.395, 41.410, 5.267, 13.249
-181.395, 41.233, 5.312, 13.282
-181.395, 41.055, 5.358, 13.315
-181.395, 40.875, 5.403, 13.348
-181.395, 40.694, 5.447, 13.381
-181.395, 40.511, 5.487, 13.414
-181.395, 40.327, 5.524, 13.447
-181.395, 40.142, 5.557, 13.480
-181.395, 39.956, 5.585, 13.513
-181.395, 39.769, 5.609, 13.546
-181.394, 39.582, 5.629, 13.579
-181.394, 39.394, 5.645, 13.612
-181.394, 39.206, 5.657, 13.645
-181.394, 39.017, 5.667, 13.678
-181.394, 38.828, 5.674, 13.711
-181.394, 38.639, 5.680, 13.744
-181.394, 38.450, 5.685, 13.777
-181.394, 38.261, 5.689, 13.810
-181.394, 38.071, 5.694, 13.843
-181.394, 37.881, 5.700, 13.876
-181.394, 37.691, 5.707, 13.909
-181.394, 37.501, 5.715, 13.942
-181.393, 37.310, 5.726, 13.975
-181.393, 37.119, 5.738, 14.008
-181.393, 36.927, 5.753, 14.041
-181.393, 36.735, 5.771, 14.074
-181.393, 36.542, 5.790, 14.107
-181.393, 36.349, 5.812, 14.140
-181.393, 36.155, 5.836, 14.173
-181.393, 35.959, 5.862, 14.206
-181.392, 35.763, 5.889, 14.239
-181.392, 35.566, 5.917, 14.272
-181.392, 35.368, 5.945, 14.305
-181.392, 35.169, 5.974, 14.338
-181.392, 34.969, 6.002, 14.371
-181.392, 34.769, 6.030, 14.404
-181.392, 34.567, 6.057, 14.437
-181.391, 34.364, 6.083, 14.470
-181.391, 34.161, 6.107, 14.503
-181.391, 33.957, 6.130, 14.536
-181.391, 33.752, 6.151, 14.569
-181.391, 33.547, 6.171, 14.602
-181.391, 33.341, 6.190, 14.635
-181.391, 33.134, 6.208, 14.668
-181.390, 32.927, 6.225, 14.701
-181.390, 32.719, 6.241, 14.734
-181.390, 32.511, 6.257, 14.767
-181.390, 32.302, 6.273, 14.800
-181.390, 32.092, 6.289, 14.833
-181.390, 31.882, 6.306, 14.866
-181.389, 31.672, 6.323, 14.899
-181.389, 31.461, 6.341, 14.932
-181.389, 31.249, 6.359, 14.965
-181.389, 31.037, 6.379, 14.998
-181.389, 30.823, 6.399, 15.031
-181.388, 30.610, 6.421, 15.064
-181.388, 30.395, 6.443, 15.097
-181.388, 30.180, 6.466, 15.130
-181.388, 29.964, 6.489, 15.163
-181.388, 29.747, 6.514, 15.196
-181.387, 29.529, 6.538, 15.229
-181.387, 29.311, 6.563, 15.262
-181.387, 29.091, 6.588, 15.295
-181.387, 28.871, 6.613, 15.328
-181.386, 28.650, 6.638, 15.361
-181.386, 28.428, 6.663, 15.394
-181.386, 28.205, 6.687, 15.427
-181.386, 27.982, 6.710, 15.460
-181.385, 27.758, 6.733, 15.493
-181.385, 27.533, 6.755, 15.526
-181.385, 27.307, 6.777, 15.559
-181.385, 27.081, 6.798, 15.592
-181.385, 26.854, 6.819, 15.625
-181.384, 26.626, 6.839, 15.658
-181.384, 26.398, 6.859, 15.691
-181.384, 26.169, 6.880, 15.724
-181.383, 25.939, 6.900, 15.757
-181.383, 25.708, 6.921, 15.790
-181.383, 25.477, 6.942, 15.823
-181.383, 25.245, 6.963, 15.856
-181.382, 25.013, 6.985, 15.889
-181.382, 24.779, 7.008, 15.922
-181.382, 24.545, 7.031, 15.955
-181.381, 24.310, 7.055, 15.988
-181.381, 24.075, 7.079, 16.021
-181.381, 23.838, 7.103, 16.054
-181.380, 23.601, 7.128, 16.087
-181.380, 23.362, 7.153, 16.120
-181.380, 23.123, 7.179, 16.153
-181.379, 22.883, 7.204, 16.186
-181.379, 22.643, 7.229, 16.219
-181.379, 22.401, 7.254, 16.252
-181.378, 22.159, 7.279, 16.285
-181.378, 21.915, 7.304, 16.318
-181.378, 21.671, 7.329, 16.351
-181.377, 21.427, 7.353, 16.384
-181.377, 21.181, 7.378, 16.417
-181.377, 20.934, 7.402, 16.450
-181.376, 20.687, 7.426, 16.483
-181.376, 20.439, 7.450, 16.516
-181.375, 20.190, 7.474, 16.549
-181.375, 19.940, 7.498, 16.582
-181.375, 19.690, 7.522, 16.615
-181.374, 19.438, 7.546, 16.648
-181.374, 19.186, 7.570, 16.681
-181.373, 18.933, 7.595, 16.714
-181.373, 18.680, 7.619, 16.747
-181.373, 18.425, 7.644, 16.780
-181.372, 18.170, 7.669, 16.813
-181.372, 17.913, 7.694, 16.846
-181.371, 17.656, 7.719, 16.879
-181.371, 17.398, 7.745, 16.912
-181.370, 17.139, 7.771, 16.945
-181.370, 16.880, 7.797, 16.978
-181.369, 16.619, 7.823, 17.011
-181.369, 16.358, 7.849, 17.044
-181.369, 16.095, 7.875, 17.077
-181.368, 15.832, 7.902, 17.110
-181.368, 15.568, 7.928, 17.143
-181.367, 15.303, 7.955, 17.176
-181.367, 15.037, 7.982, 17.209
-181.366, 14.771, 8.009, 17.242
-181.366, 14.503, 8.036, 17.275
-181.365, 14.234, 8.063, 17.308
-181.365, 13.965, 8.090, 17.341
-181.364, 13.695, 8.117, 17.374
-181.363, 13.423, 8.144, 17.407
-181.363, 13.151, 8.171, 17.440
-181.362, 12.878, 8.198, 17.473
-181.362, 12.604, 8.226, 17.506
-181.361, 12.329, 8.253, 17.539
-181.361, 12.054, 8.280, 17.572
-181.360, 11.777, 8.308, 17.605
-181.359, 11.499, 8.336, 17.638
-181.359, 11.221, 8.363, 17.671
-181.358, 10.941, 8.391, 17.704
-181.358, 10.661, 8.419, 17.737
-181.357, 10.379, 8.447, 17.770
-181.356, 10.097, 8.475, 17.803
-181.356, 9.814, 8.503, 17.836
-181.355, 9.530, 8.532, 17.869
-181.355, 9.245, 8.560, 17.902
-181.354, 8.959, 8.589, 17.935
-181.353, 8.672, 8.617, 17.968
-181.353, 8.384, 8.646, 18.001
-181.352, 8.095, 8.675, 18.034
-181.351, 7.805, 8.704, 18.067
-181.351, 7.514, 8.733, 18.100
-181.350, 7.222, 8.763, 18.133
-181.349, 6.929, 8.792, 18.166
-181.349, 6.635, 8.821, 18.199
-181.348, 6.341, 8.851, 18.232
-181.347, 6.045, 8.880, 18.265
-181.347, 5.748, 8.910, 18.298
-181.346, 5.450, 8.940, 18.331
-181.345, 5.152, 8.970, 18.364
-181.344, 4.852, 9.000, 18.397
-181.344, 4.551, 9.030, 18.430
-181.343, 4.249, 9.060, 18.463
-181.342, 3.946, 9.090, 18.496
-181.341, 3.643, 9.120, 18.529
-181.341, 3.338, 9.151, 18.562
-181.340, 3.032, 9.181, 18.595
-181.339, 2.725, 9.212, 18.628
-181.338, 2.417, 9.243, 18.661
-181.337, 2.109, 9.274, 18.694
-181.337, 1.799, 9.305, 18.727
-181.336, 1.488, 9.336, 18.760
-181.335, 1.176, 9.367, 18.793
-181.334, 0.863, 9.398, 18.826
-181.333, 0.549, 9.430, 18.859
-181.332, 0.234, 9.461, 18.892
-181.331, -0.083, 9.493, 18.925
-181.331, -0.400, 9.524, 18.958
-181.330, -0.718, 9.556, 18.991
-181.329, -1.037, 9.588, 19.024
-181.328, -1.358, 9.620, 19.057
-181.327, -1.679, 9.652, 19.090
-181.326, -2.002, 9.685, 19.123
-181.325, -2.326, 9.717, 19.156
-181.324, -2.650, 9.750, 19.189
-181.323, -2.976, 9.782, 19.222
-181.322, -3.303, 9.815, 19.255
-181.321, -3.631, 9.848, 19.288
-181.320, -3.960, 9.881, 19.321
-181.319, -4.290, 9.914, 19.354
-181.318, -4.622, 9.947, 19.387
-181.317, -4.954, 9.980, 19.420
-181.316, -5.288, 10.013, 19.453
-181.315, -5.622, 10.047, 19.486
-181.314, -5.958, 10.080, 19.519
-181.313, -6.295, 10.114, 19.552
-181.312, -6.633, 10.148, 19.585
-181.311, -6.972, 10.181, 19.618
-181.310, -7.312, 10.215, 19.651
-181.309, -7.653, 10.250, 19.684
-181.308, -7.996, 10.284, 19.717
-181.307, -8.340, 10.318, 19.750
-181.306, -8.684, 10.353, 19.783
-181.305, -9.030, 10.387, 19.816
-181.304, -9.378, 10.422, 19.849
-181.302, -9.726, 10.457, 19.882
-181.301, -10.075, 10.492, 19.915
-181.300, -10.426, 10.527, 19.948
-181.299, -10.778, 10.562, 19.981
-181.298, -11.131, 10.598, 20.014
-181.297, -11.485, 10.633, 20.047
-181.295, -11.840, 10.669, 20.080
-181.294, -12.197, 10.705, 20.113
-181.293, -12.555, 10.740, 20.146
-181.292, -12.913, 10.776, 20.179
-181.291, -13.274, 10.812, 20.212
-181.289, -13.635, 10.848, 20.245
-181.288, -13.997, 10.885, 20.278
-181.287, -14.361, 10.921, 20.311
-181.286, -14.726, 10.958, 20.344
-181.284, -15.092, 10.994, 20.377
-181.283, -15.460, 11.031, 20.410
-181.282, -15.828, 11.068, 20.443
-181.280, -16.198, 11.105, 20.476
-181.279, -16.569, 11.142, 20.509
-181.278, -16.942, 11.179, 20.542
-181.276, -17.315, 11.216, 20.575
-181.275, -17.690, 11.254, 20.608
-181.273, -18.066, 11.291, 20.641
-181.272, -18.443, 11.329, 20.674
-181.271, -18.822, 11.367, 20.707
-181.269, -19.202, 11.405, 20.740
-181.268, -19.583, 11.443, 20.773
-181.266, -19.965, 11.482, 20.806
-181.265, -20.349, 11.520, 20.839
-181.264, -20.734, 11.559, 20.872
-181.262, -21.120, 11.598, 20.905
-181.261, -21.508, 11.637, 20.938
-181.259, -21.897, 11.677, 20.971
-181.258, -22.287, 11.716, 21.004
-181.256, -22.679, 11.756, 21.037
-181.254, -23.072, 11.796, 21.070
-181.253, -23.466, 11.836, 21.103
-181.251, -23.861, 11.876, 21.136
-181.250, -24.258, 11.917, 21.169
-181.248, -24.657, 11.957, 21.202
-181.247, -25.056, 11.997, 21.235
-181.245, -25.457, 12.038, 21.268
-181.243, -25.859, 12.079, 21.301
-181.242, -26.263, 12.120, 21.334
-181.240, -26.668, 12.160, 21.367
-181.238, -27.075, 12.201, 21.400
-181.237, -27.482, 12.242, 21.433
-181.235, -27.891, 12.283, 21.466
-181.233, -28.302, 12.325, 21.499
-181.232, -28.714, 12.366, 21.532
-181.230, -29.127, 12.407, 21.565
-181.228, -29.542, 12.449, 21.598
-181.226, -29.958, 12.490, 21.631
-181.224, -30.375, 12.532, 21.664
-181.223, -30.794, 12.574, 21.697
-181.221, -31.214, 12.616, 21.730
-181.219, -31.636, 12.658, 21.763
-181.217, -32.059, 12.701, 21.796
-181.215, -32.483, 12.743, 21.829
-181.214, -32.909, 12.786, 21.862
-181.212, -33.336, 12.829, 21.895
-181.210, -33.765, 12.872, 21.928
-181.208, -34.195, 12.916, 21.961
-181.206, -34.627, 12.959, 21.994
-181.204, -35.060, 13.003, 22.027
-181.202, -35.494, 13.047, 22.060
-181.200, -35.930, 13.091, 22.093
-181.198, -36.368, 13.135, 22.126
-181.196, -36.807, 13.179, 22.159
-181.194, -37.247, 13.223, 22.192
-181.192, -37.689, 13.268, 22.225
-181.190, -38.133, 13.312, 22.258
-181.188, -38.577, 13.357, 22.291
-181.186, -39.024, 13.402, 22.324
-181.184, -39.472, 13.447, 22.357
-181.182, -39.921, 13.492, 22.390
-181.180, -40.372, 13.537, 22.423
-181.178, -40.824, 13.583, 22.456
-181.175, -41.278, 13.628, 22.489
-181.173, -41.734, 13.674, 22.522
-181.171, -42.191, 13.720, 22.555
-181.169, -42.649, 13.766, 22.588
-181.167, -43.109, 13.812, 22.621
-181.164, -43.571, 13.858, 22.654
-181.162, -44.034, 13.905, 22.687
-181.160, -44.499, 13.951, 22.720
-181.158, -44.965, 13.998, 22.753
-181.155, -45.433, 14.045, 22.786
-181.153, -45.902, 14.092, 22.819
-181.151, -46.373, 14.139, 22.852
-181.148, -46.845, 14.186, 22.885
-181.146, -47.319, 14.234, 22.918
-181.144, -47.795, 14.282, 22.951
-181.141, -48.272, 14.329, 22.984
-181.139, -48.751, 14.377, 23.017
-181.136, -49.232, 14.426, 23.050
